#: table_doi: 10.17182/hepdata.56191.v1/t107
#: name: Table 107
#: description: Di-pion mass dependence of the helicity amplitudes (assumed purely imaginary) and phase difference between the T11 and T00 amplitudes for RHO0  production in the Q**2 range 2.5 to 5 GeV**2.

#: data_file: Table107.yaml
#: keyword reactions: E+ P --> E+ RHO0 DD | E- P --> E- RHO0 DD
#: keyword observables: AMP/AMP | PHASE
#: keyword phrases: Exclusive | Electron production
#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3 (2.5-5.0)
#: sqrts [GEV],300 + 320
'M(C=PI+PI-) [GEV]','AMP(42=11)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.65,0.618,0.029,-0.029,0.026,-0.019
0.75,0.711,0.023,-0.023,0.022,-0.018
0.85,0.861,0.036,-0.036,0.052,-0.02
0.95,1.066,0.073,-0.073,0.04,-0.038
1.05,0.981,0.106,-0.106,0.091,-0.066

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3 (2.5-5.0)
#: sqrts [GEV],300 + 320
'M(C=PI+PI-) [GEV]','AMP(42=01)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.65,0.138,0.034,-0.034,0.049,-0.055
0.75,0.166,0.024,-0.024,0.056,-0.037
0.85,0.292,0.035,-0.035,0.032,-0.212
0.95,0.25,0.06,-0.06,0.053,-0.049
1.05,0.275,0.09,-0.09,0.093,-0.155

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3 (2.5-5.0)
#: sqrts [GEV],300 + 320
'M(C=PI+PI-) [GEV]','AMP(42=10)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.65,0.02,0.021,-0.021,0.007,-0.006
0.75,-0.006,0.014,-0.014,0.004,-0.01
0.85,-0.058,0.02,-0.02,0.075,-0.008
0.95,-0.018,0.035,-0.035,0.012,-0.019
1.05,-0.077,0.057,-0.057,0.073,-0.043

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3 (2.5-5.0)
#: sqrts [GEV],300 + 320
'M(C=PI+PI-) [GEV]','AMP(42=-11)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.65,-0.031,0.025,-0.025,0.015,-0.006
0.75,-0.007,0.018,-0.018,0.006,-0.006
0.85,-0.062,0.026,-0.026,0.01,-0.006
0.95,0.009,0.048,-0.048,0.023,-0.027
1.05,0.05,0.063,-0.063,0.043,-0.051

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3 (2.5-5.0)
#: sqrts [GEV],300 + 320
'M(C=PI+PI-) [GEV]','COS(PHASE(42=11)-PHASE(42=00))','stat +','stat -','sys +','sys -'
0.65,0.855,0.047,-0.047,0.078,-0.07
0.75,0.902,0.033,-0.033,0.022,-0.034
0.85,0.971,0.042,-0.042,0.019,-0.057
0.95,0.898,0.065,-0.065,0.055,-0.056
1.05,0.722,0.091,-0.091,0.084,-0.106

