#: table_doi: 10.17182/hepdata.56191.v1/t40
#: name: Table 40
#: description: Spin density matrix elements for diffractive electroproduction of RHO0 mesons as a function of  Q**2.

#: data_file: Table40.yaml
#: keyword reactions: E+ P --> E+ RHO0 DD | E- P --> E- RHO0 DD
#: keyword observables: RHO
#: keyword phrases: Exclusive | Electron production
#: M(P=5) [GEV],< 5
#: RE,E+- P --> E+- RHO0 DD
#: W [GeV],75.0 (35.0-180.0)
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]','RHO(JJ=5,MM=00)','stat +','stat -','sys +','sys -'
3.1,0.156,0.019,-0.019,0.04,-0.065
4.8,0.171,0.025,-0.025,0.038,-0.035
7.5,0.08,0.022,-0.022,0.04,-0.041
12.2,0.13,0.026,-0.026,0.039,-0.039
23.1,0.135,0.033,-0.033,0.032,-0.034

#: M(P=5) [GEV],< 5
#: RE,E+- P --> E+- RHO0 DD
#: W [GeV],75.0 (35.0-180.0)
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]',' RHO(JJ=5,MM=11)','stat +','stat -','sys +','sys -'
3.1,-0.008,0.014,-0.014,0.028,-0.014
4.8,0.011,0.017,-0.017,0.008,-0.014
7.5,0.01,0.015,-0.015,0.01,-0.009
12.2,0.001,0.018,-0.018,0.009,-0.01
23.1,0.006,0.022,-0.022,0.01,-0.009

#: M(P=5) [GEV],< 5
#: RE,E+- P --> E+- RHO0 DD
#: W [GeV],75.0 (35.0-180.0)
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]','  RE(RHO(JJ=5,MM=10))','stat +','stat -','sys +','sys -'
3.1,0.168,0.006,-0.006,0.004,-0.005
4.8,0.141,0.008,-0.008,0.004,-0.005
7.5,0.158,0.007,-0.007,0.006,-0.007
12.2,0.128,0.008,-0.008,0.005,-0.005
23.1,0.085,0.01,-0.01,0.003,-0.004

