#: table_doi: 10.17182/hepdata.56191.v1/t104
#: name: Table 104
#: description: T dependence of the ratio of the helicity amplitudes (assumed purely imaginary) and phase difference between the T11 and T00 amplitudes for RHO0  production in the Q**2 range 2.5 to 5 GeV**2.

#: data_file: Table104.yaml
#: keyword reactions: E+ P --> E+ RHO0 DD | E- P --> E- RHO0 DD
#: keyword observables: AMP/AMP | PHASE
#: keyword phrases: Exclusive | Electron production
#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3 (2.5-5.0)
#: sqrts [GEV],300 + 320
'ABS(T) [GEV]','AMP(42=11)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.08,0.773,0.02,-0.02,0.032,-0.015
0.34,0.769,0.031,-0.031,0.042,-0.033
1.05,0.673,0.067,-0.067,0.048,-0.04

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3 (2.5-5.0)
#: sqrts [GEV],300 + 320
'ABS(T) [GEV]','AMP(42=01)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.08,0.128,0.02,-0.02,0.037,-0.057
0.34,0.281,0.034,-0.034,0.06,-0.062
1.05,0.248,0.07,-0.07,0.043,-0.043

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3 (2.5-5.0)
#: sqrts [GEV],300 + 320
'ABS(T) [GEV]','AMP(42=10)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.08,-0.007,0.012,-0.012,0.015,-0.004
0.34,-0.062,0.019,-0.019,0.012,-0.01
1.05,0.138,0.046,-0.046,0.013,-0.027

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3 (2.5-5.0)
#: sqrts [GEV],300 + 320
'ABS(T) [GEV]','AMP(42=-11)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.08,-0.004,0.015,-0.015,0.003,-0.005
0.34,-0.015,0.026,-0.026,0.011,-0.009
1.05,-0.095,0.051,-0.051,0.036,-0.015

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3 (2.5-5.0)
#: sqrts [GEV],300 + 320
'ABS(T) [GEV]','COS(PHASE(42=11)-PHASE(42=00))','stat +','stat -','sys +','sys -'
0.08,0.939,0.026,-0.026,0.019,-0.029
0.34,0.851,0.04,-0.04,0.047,-0.053
1.05,0.929,0.094,-0.094,0.088,-0.293

