#: table_doi: 10.17182/hepdata.56191.v1/t90
#: name: Table 90
#: description: T dependence of the matrix element combination RHO(JJ=1,MM=00) + 2*RHO(JJ=1,MM=11).

#: data_file: Table90.yaml
#: keyword reactions: E+ P --> E+ RHO0 DD | E- P --> E- RHO0 DD
#: keyword observables: RHO
#: keyword phrases: Exclusive | Electron production
#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: sqrts [GEV],300 + 320
'ABS(T) [GEV**2]','RHO(JJ=1,MM=00)+2*RHO(JJ=1,MM=11)','stat +','stat -','sys +','sys -'
0.03,0.003,0.045,-0.045,0.004,-0.013
0.13,-0.024,0.044,-0.044,0.017,-0.024
0.31,-0.131,0.054,-0.054,0.041,-0.028
0.7,-0.015,0.099,-0.099,0.04,-0.067
1.44,-0.162,0.129,-0.129,0.086,-0.08

