#: table_doi: 10.17182/hepdata.56191.v1/t102
#: name: Table 102
#: description: Q**2 dependence of the ratio of the helicity amplitudes (assumed purely imaginary) and phase difference between the T11 and T00 amplitudes for RHO0  production.

#: data_file: Table102.yaml
#: keyword reactions: E+ P --> E+ RHO0 DD | E- P --> E- RHO0 DD
#: keyword observables: AMP/AMP | PHASE
#: keyword phrases: Exclusive | Electron production
#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]','AMP(42=11)/AMP(42=00)','stat +','stat -','sys +','sys -'
3.1,0.786,0.019,-0.019,0.036,-0.02
4.8,0.619,0.021,-0.021,0.033,-0.018
7.5,0.511,0.015,-0.015,0.017,-0.011
12.2,0.444,0.018,-0.018,0.015,-0.008
23.1,0.287,0.02,-0.02,0.006,-0.005

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]','AMP(42=01)/AMP(42=00)','stat +','stat -','sys +','sys -'
3.1,0.177,0.019,-0.019,0.042,-0.068
4.8,0.169,0.022,-0.022,0.051,-0.042
7.5,0.056,0.018,-0.018,0.038,-0.038
12.2,0.106,0.022,-0.022,0.035,-0.034
23.1,0.09,0.025,-0.025,0.03,-0.029

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]','AMP(42=10)/AMP(42=00)','stat +','stat -','sys +','sys -'
3.1,-0.002,0.011,-0.011,0.016,-0.005
4.8,-0.025,0.014,-0.014,0.008,-0.009
7.5,0.018,0.01,-0.01,0.006,-0.005
12.2,-0.049,0.013,-0.013,0.006,-0.007
23.1,0.047,0.016,-0.016,0.003,-0.009

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]','AMP(42=-11)/AMP(42=00)','stat +','stat -','sys +','sys -'
3.1,-0.019,0.014,-0.014,0.002,-0.005
4.8,0.001,0.017,-0.017,0.002,-0.005
7.5,-0.034,0.014,-0.014,0.004,-0.005
12.2,-0.038,0.017,-0.017,0.009,-0.01
23.1,0.029,0.02,-0.02,0.007,-0.005

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]','COS(PHASE(42=11)-PHASE(42=00))','stat +','stat -','sys +','sys -'
3.1,0.949,0.024,-0.024,0.028,-0.034
4.8,0.882,0.035,-0.035,0.028,-0.038
7.5,0.997,0.038,-0.038,0.007,-0.046
12.2,0.9,0.049,-0.049,0.043,-0.049
23.1,0.879,0.094,-0.094,0.056,-0.054

