#: table_doi: 10.17182/hepdata.56191.v1/t108
#: name: Table 108
#: description: Di-pion mass dependence of the helicity amplitudes (assumed purely imaginary) and phase difference between the T11 and T00 amplitudes for RHO0  production in the Q**2 range 5 to 60 GeV**2.

#: data_file: Table108.yaml
#: keyword reactions: E+ P --> E+ RHO0 DD | E- P --> E- RHO0 DD
#: keyword observables: AMP/AMP | PHASE
#: keyword phrases: Exclusive | Electron production
#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],8.6 (5.0-60.0)
#: sqrts [GEV],300 + 320
'M(C=PI+PI-) [GEV]','AMP(42=11)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.65,0.429,0.015,-0.015,0.032,-0.069
0.75,0.472,0.013,-0.013,0.019,-0.009
0.85,0.558,0.019,-0.019,0.02,-0.021
0.95,0.746,0.041,-0.041,0.071,-0.022
1.05,0.717,0.052,-0.052,0.062,-0.043

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],8.6 (5.0-60.0)
#: sqrts [GEV],300 + 320
'M(C=PI+PI-) [GEV]','AMP(42=01)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.65,0.05,0.022,-0.022,0.038,-0.038
0.75,0.069,0.015,-0.015,0.036,-0.039
0.85,0.145,0.023,-0.023,0.038,-0.038
0.95,0.11,0.041,-0.041,0.037,-0.042
1.05,-0.062,0.045,-0.045,0.037,-0.04

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],8.6 (5.0-60.0)
#: sqrts [GEV],300 + 320
'M(C=PI+PI-) [GEV]','AMP(42=10)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.65,-0.006,0.013,-0.013,0.01,-0.009
0.75,0.001,0.009,-0.009,0.007,-0.004
0.85,-0.017,0.013,-0.013,0.006,-0.009
0.95,-0.066,0.027,-0.027,0.014,-0.014
1.05,0.261,0.038,-0.038,0.022,-0.008

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],8.6 (5.0-60.0)
#: sqrts [GEV],300 + 320
'M(C=PI+PI-) [GEV]','AMP(42=-11)/AMP(42=00)','stat +','stat -','sys +','sys -'
0.65,-0.095,0.017,-0.017,0.028,-0.011
0.75,0.006,0.012,-0.012,0.004,-0.009
0.85,0.028,0.017,-0.017,0.007,-0.014
0.95,-0.101,0.033,-0.033,0.011,-0.007
1.05,-0.183,0.041,-0.041,0.019,-0.029

#: M(P=5) [GEV],<5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],8.6 (5.0-60.0)
#: sqrts [GEV],300 + 320
'M(C=PI+PI-) [GEV]','COS(PHASE(42=11)-PHASE(42=00))','stat +','stat -','sys +','sys -'
0.65,0.997,0.052,-0.052,0.006,-0.055
0.75,0.923,0.034,-0.034,0.048,-0.058
0.85,0.959,0.041,-0.041,0.061,-0.069
0.95,0.69,0.049,-0.049,0.077,-0.064
1.05,0.761,0.059,-0.059,0.072,-0.065

