#: table_doi: 10.17182/hepdata.56191.v1/t50
#: name: Table 50
#: description: Spin density matrix elements for diffractive electroproduction of RHO0 mesons as a function of  W.

#: data_file: Table50.yaml
#: keyword reactions: E+ P --> E+ RHO0 DD | E- P --> E- RHO0 DD
#: keyword observables: RHO
#: keyword phrases: Exclusive | Electron production
#: M(P=5) [GEV],< 5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3
#: sqrts [GEV],300 + 320
'W [GEV]','RHO(JJ=5,MM=00)','stat +','stat -','sys +','sys -'
43.0,-0.012,0.022,-0.022,0.003,-0.006
59.0,-0.024,0.015,-0.015,0.002,-0.004
76.0,-0.005,0.015,-0.015,0.004,-0.003
92.0,-0.032,0.016,-0.016,0.004,-0.003

#: M(P=5) [GEV],< 5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3
#: sqrts [GEV],300 + 320
'W [GEV]',' RHO(JJ=5,MM=11)','stat +','stat -','sys +','sys -'
43.0,-0.032,0.016,-0.016,0.004,-0.003
59.0,-0.015,0.018,-0.018,0.004,-0.005
76.0,0.021,0.027,-0.027,0.02,-0.017
92.0,-0.003,0.029,-0.029,0.002,-0.024

#: M(P=5) [GEV],< 5
#: RE,E+- P --> E+- RHO0 DD
#: Q**2 [GeV^2],3.3
#: sqrts [GEV],300 + 320
'W [GEV]','  RE(RHO(JJ=5,MM=10))','stat +','stat -','sys +','sys -'
43.0,-0.003,0.029,-0.029,0.002,-0.024
59.0,0.029,0.03,-0.03,0.006,-0.02
76.0,0.037,0.033,-0.033,0.006,-0.012
92.0,-0.015,0.1,-0.1,0.018,-0.064

