#: table_doi: 10.17182/hepdata.56191.v1/t38
#: name: Table 38
#: description: Spin density matrix elements for diffractive electroproduction of RHO0 mesons as a function of  Q**2.

#: data_file: Table38.yaml
#: keyword reactions: E+ P --> E+ RHO0 DD | E- P --> E- RHO0 DD
#: keyword observables: RHO
#: keyword phrases: Exclusive | Electron production
#: M(P=5) [GEV],< 5
#: RE,E+- P --> E+- RHO0 DD
#: W [GeV],75.0 (35.0-180.0)
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]','RHO(JJ=1,MM=00)','stat +','stat -','sys +','sys -'
3.1,-0.001,0.029,-0.029,0.035,-0.012
4.8,0.021,0.024,-0.024,0.015,-0.028
7.5,0.001,0.039,-0.039,0.02,-0.013
12.2,-0.081,0.095,-0.095,0.016,-0.018
23.1,-0.015,0.061,-0.061,0.026,-0.011

#: M(P=5) [GEV],< 5
#: RE,E+- P --> E+- RHO0 DD
#: W [GeV],75.0 (35.0-180.0)
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]',' RHO(JJ=1,MM=11)','stat +','stat -','sys +','sys -'
3.1,-0.019,0.031,-0.031,0.006,-0.021
4.8,-0.034,0.036,-0.036,0.01,-0.005
7.5,-0.028,0.044,-0.044,0.011,-0.011
12.2,0.027,0.051,-0.051,0.015,-0.013
23.1,0.058,0.077,-0.077,0.014,-0.018

#: M(P=5) [GEV],< 5
#: RE,E+- P --> E+- RHO0 DD
#: W [GeV],75.0 (35.0-180.0)
#: sqrts [GEV],300 + 320
'Q**2 [GEV**2]','  RE(RHO(JJ=1,MM=10))','stat +','stat -','sys +','sys -'
3.1,-0.029,0.013,-0.013,0.014,-0.01
4.8,-0.043,0.017,-0.017,0.011,-0.012
7.5,-0.007,0.014,-0.014,0.013,-0.01
12.2,-0.019,0.017,-0.017,0.01,-0.009
23.1,0.023,0.021,-0.021,0.013,-0.011

