#: table_doi: 10.17182/hepdata.56191.v1/t30
#: name: Table 30
#: description: W dependence of the GAMMA* P cross section for dissociative RHO0  production in four ABS(T) bins at Q**2 There is an additional normalization uncertainty of 4 PCT.

#: data_file: Table30.yaml
#: keyword reactions: GAMMA* P --> RHO0 DD
#: keyword observables: SIG
#: keyword phrases: Exclusive | Integrated Cross Section | Cross Section | Photoproduction
#: RE,GAMMA* P --> RHO0 DD
#: ABS(T) [GeV^2],0.08
#: Q**2 [GeV^2],8.6
#: sqrts [GEV],300 + 320
'W [GEV]','SIG [NB]','stat +','stat -','sys +','sys -'
65.0,261.0,14.0,-14.0,23.0,-11.0
79.0,261.0,11.0,-11.0,17.0,-10.0
104.0,320.0,14.0,-14.0,22.0,-13.0

#: RE,GAMMA* P --> RHO0 DD
#: ABS(T) [GeV^2],0.32
#: Q**2 [GeV^2],8.6
#: sqrts [GEV],300 + 320
'W [GEV]','SIG [NB]','stat +','stat -','sys +','sys -'
65.0,64.8,5.9,-5.9,6.4,-3.8
79.0,72.8,5.3,-5.3,6.0,-5.3
104.0,82.1,5.6,-5.6,8.7,-5.9

#: RE,GAMMA* P --> RHO0 DD
#: ABS(T) [GeV^2],0.69
#: Q**2 [GeV^2],8.6
#: sqrts [GEV],300 + 320
'W [GEV]','SIG [NB]','stat +','stat -','sys +','sys -'
65.0,16.5,1.7,-1.7,3.1,-2.6
79.0,17.5,1.6,-1.6,3.0,-2.5
104.0,17.3,1.7,-1.7,3.6,-3.2

#: RE,GAMMA* P --> RHO0 DD
#: ABS(T) [GeV^2],1.47
#: Q**2 [GeV^2],8.6
#: sqrts [GEV],300 + 320
'W [GEV]','SIG [NB]','stat +','stat -','sys +','sys -'
65.0,2.8,0.5,-0.5,0.8,-0.8
79.0,1.5,0.3,-0.3,0.9,-0.8
104.0,2.3,0.4,-0.4,1.0,-0.9

