z, A, lambda, tau
6.854843533565916,-44.87773588292421,2.810298418660494e31,2.435336450332981
6.847506233600459,-44.77773588292421,2.4168883870543577e31,2.4103049158547667
6.840160977730732,-44.67773588292421,2.0785514867469484e31,2.3854970356328273
6.832807739904192,-44.577735882924216,1.7875743829634042e31,2.3609110745817516
6.825446493942739,-44.477735882924215,1.5373239037642244e31,2.3365453102729368
6.818077213553443,-44.37773588292421,1.3221038668952353e31,2.312398032835219
6.810699872292812,-44.27773588292421,1.1370143887441588e31,2.288467544855374
6.803314443536689,-44.17773588292421,9.778372304009912e30,2.264752161275863
6.795920900502534,-44.077735882924216,8.409424367356669e30,2.2412502092910875
6.788519216302461,-43.977735882924215,7.232085217427059e30,2.2179600282487364
6.78110936391545,-43.87773588292421,6.219556083107957e30,2.194879969552099
6.773691316140226,-43.77773588292421,5.34879203907078e30,2.1720083965623838
6.766265045589799,-43.67773588292421,4.599960871874005e30,2.1493436845005163
6.758830524746907,-43.577735882924216,3.9559896685514955e30,2.1268842203443463
6.751387725980291,-43.477735882924215,3.4021556114881204e30,2.1046284027295106
6.743936621503503,-43.37773588292421,2.925812661796276e30,2.0825746418542996
6.736477183334037,-43.27773588292421,2.5161254272069462e30,2.060721359384637
6.729009383300437,-43.17773588292421,2.163803029960992e30,2.0390669883590724
6.72153319310844,-43.077735882924216,1.8608338719183445e30,2.0176099730937436
6.714048584307275,-42.977735882924215,1.6002915473943485e30,1.9963487690856123
6.706555528306659,-42.87773588292421,1.3762323603438275e30,1.9752818429151326
6.699053996372383,-42.77773588292421,1.1835378596687678e30,1.9544076721539985
6.691543959571693,-42.67773588292421,1.0178122395742711e30,1.9337247452726296
6.6840253887695535,-42.577735882924216,8.752862994482559e29,1.913231561547516
6.676498254657397,-42.477735882924215,7.527214037411153e29,1.8929266309685557
6.668962527810846,-42.37773588292421,6.473217890713827e29,1.8728084741463789
6.661418178663797,-42.27773588292421,5.566847783858426e29,1.852875622221897
6.653865177447438,-42.17773588292421,4.7873921767652966e29,1.833126616779304
6.646303494194315,-42.077735882924216,4.117027484006489e29,1.8135600097569893
6.638733098759094,-41.977735882924215,3.54046958358945e29,1.7941743633579237
6.631153960841598,-41.87773588292421,3.044625327115663e29,1.7749682499600647
6.623566050015855,-41.77773588292421,2.6182440499388108e29,1.7559402520267449
6.6159693356470095,-41.67773588292421,2.251590993325214e29,1.7370889620185375
6.608363786826327,-41.577735882924216,1.936293195310951e29,1.71841298231525
6.6007493725077975,-41.477735882924215,1.665148910921094e29,1.6999109251302893
6.5931260615277845,-41.37773588292421,1.4319598258703262e29,1.6815814124247923
6.585493822543528,-41.27773588292421,1.2314091084763849e29,1.6634230758249178
6.577852623981627,-41.17773588292421,1.0589396383021062e29,1.6454345565391568
6.57020243411111,-41.077735882924216,9.106322368297162e28,1.6276145052756437
6.56254322100523,-40.977735882924215,7.830991970731335e28,1.6099615821607596
6.55487495250261,-40.87773588292421,6.7343076088741785e28,1.5924744566615956
6.5471975962874245,-40.77773588292421,5.791199629698508e28,1.5751518075058974
6.5395111198307045,-40.67773588292421,4.980110182614696e28,1.5579923226046117
6.531815490407497,-40.577735882924216,4.28255645215617e28,1.5409946989752066
6.524110675116337,-40.477735882924215,3.6826938906646752e28,1.524157642664987
6.516396640916116,-40.37773588292421,3.166879886678072e28,1.5074798686744313
6.508673354551545,-40.27773588292421,2.723325263524089e28,1.4909601008824949
6.500940782431012,-40.17773588292421,2.34190862406684e28,1.4745970719746686
6.4931988907835105,-40.077735882924216,2.0139058668788744e28,1.4583895233690463
6.485447645707763,-39.977735882924215,1.7318189509022345e28,1.4423362051456006
6.477687013116281,-39.87773588292421,1.4892214421363318e28,1.4264358759759312
6.469916958720519,-39.77773588292421,1.2806040603255917e28,1.4106873030530038
6.462137447986825,-39.67773588292421,1.1012205060330013e28,1.395089262020911
6.4543484461762075,-39.577735882924216,9.469692068417209e27,1.379640536906831
6.44654991826918,-39.477735882924215,8.143296751331227e27,1.3643399200551949
6.438741829082445,-39.37773588292421,7.002667380280535e27,1.349186212060131
6.43092414328267,-39.27773588292421,6.021718182989541e27,1.3341782217014757
6.423096825224915,-39.17773588292421,5.178094898108243e27,1.3193147658812014
6.415259838998805,-39.07773588292421,4.452640329621753e27,1.3045946695598452
6.4074131485565085,-38.977735882924215,3.8288600427906594e27,1.2900167656929407
6.399556717692043,-38.87773588292421,3.2924850989386054e27,1.2755798951691284
6.39169050990721,-38.77773588292421,2.8312724817838884e27,1.261282906751068
6.383814488454243,-38.67773588292421,2.4346667303118507e27,1.2471246570138113
6.375928616309624,-38.57773588292421,2.0935890326027385e27,1.2331040102872854
6.368032856209749,-38.477735882924215,1.8002576663792135e27,1.219219838599522
6.360127170682848,-38.37773588292421,1.5480084395537576e27,1.2054710216198772
6.352211522111112,-38.27773588292421,1.331115130776288e27,1.1918564466022632
6.344285872690826,-38.17773588292421,1.144620867033931e27,1.1783750083289317
6.336350184298269,-38.07773588292421,9.842634947170038e26,1.165025609057905
6.328404418423398,-37.977735882924215,8.46376363367882e26,1.1518071584674436
6.320448536335172,-37.87773588292421,7.277998064775452e26,1.13871857360365
6.312482499123268,-37.77773588292421,6.258226154526037e26,1.1257587788303887
6.304506267579857,-37.67773588292421,5.381236962208026e26,1.1129267057792087
6.296519802315406,-37.57773588292421,4.6271372583657746e26,1.1002212932992705
6.288523063790564,-37.477735882924215,3.978768800978899e26,1.087641487407282
6.2805160122033215,-37.37773588292421,3.421274095508095e26,1.07518624123897
6.272498607369763,-37.27773588292421,2.941920256241095e26,1.0628545150016613
6.264470808722233,-37.17773588292421,2.5297278418073214e26,1.0506452759256115
6.256432575495685,-37.07773588292421,2.1752550601432513e26,1.0385574982194146
6.248383866693386,-36.977735882924215,1.870410894336827e26,1.0265901630258945
6.240324641077185,-36.87773588292421,1.608268228471759e26,1.0147422583779977
6.23225485721926,-36.77773588292421,1.3828769734720425e26,1.0030127791546914
6.224174473455618,-36.67773588292421,1.1890853333350993e26,0.9914007270370667
6.21608344773685,-36.57773588292421,1.0224580063716768e26,0.9799051104663506
6.207981737638343,-36.477735882924215,8.791844676100565e25,0.9685249446009502
6.199869300442051,-36.37773588292421,7.559811937180739e25,0.9572592512756382
6.191746093210321,-36.27773588292421,6.500303417112431e25,0.9461070589624213
6.183612072670818,-36.17773588292421,5.589189604824036e25,0.935067402731419
6.175467195338305,-36.07773588292421,4.805782023314176e25,0.9241393242117452
6.16731141756293,-35.977735882924215,4.132228165528954e25,0.9133218715524126
6.1591446954386395,-35.87773588292421,3.5530952271096015e25,0.9026140993843907
6.150966984606455,-35.77773588292421,3.055148014603572e25,0.8920150687830789
6.142778240284127,-35.67773588292421,2.6269758671299794e25,0.8815238472309054
6.1345784173675675,-35.57773588292421,2.258774561943777e25,0.8711395085821627
6.126367470480998,-35.477735882924215,1.9421446507579683e25,0.8608611330280046
6.118145353976281,-35.37773588292421,1.6698897960657121e25,0.8506878070614406
6.109912022014729,-35.27773588292421,1.4358151205556195e25,0.8406186234423374
6.101667428520658,-35.17773588292421,1.2345582125169342e25,0.8306526811629381
6.0934115270850295,-35.07773588292421,1.061518562201696e25,0.8207890854144059
6.0851442708280405,-34.977735882924215,9.127321404103353e24,0.8110269475527601
6.076865612460574,-34.87773588292421,7.847895855281117e24,0.8013653850667756
6.068575504354151,-34.77773588292421,6.747685454689092e24,0.7918035215462566
6.060273898505505,-34.67773588292421,5.801660196189228e24,0.7823404866503014
6.051960746646667,-34.57773588292421,4.988307007804023e24,0.772975416075573
6.043636000318873,-34.47773588292421,4.2890077815820626e24,0.7637074515247722
6.035299610874382,-34.37773588292421,3.6877649239023083e24,0.7545357406760649
6.026951529295774,-34.27773588292421,3.170810385500048e24,0.7454594371519526
6.018591706056438,-34.17773588292421,2.72629255382344e24,0.7364777004895039
6.01022009107989,-34.07773588292421,2.3440476526253242e24,0.7275896961111061
6.001836633824341,-33.97773588292421,2.015371261679006e24,0.718794595295222
5.993441283488064,-33.87773588292421,1.7327898364940084e24,0.7100915751471447
5.985033989076746,-33.77773588292421,1.4898413005166182e24,0.7014798185698248
5.976614699407033,-33.67773588292421,1.2809628172801005e24,0.6929585142353472
5.968183363060096,-33.57773588292421,1.1013727737270018e24,0.6845268565560969
5.9597399280452725,-33.47773588292421,9.469524493933722e23,0.676184045656725
5.951284341866131,-33.37773588292421,8.141679767892639e23,0.6679292873466892
5.942816551382098,-33.27773588292421,6.99992862040049e23,0.6597617930928006
5.93433650307283,-33.17773588292421,6.018305055278301e23,0.6516807799917738
5.925844143216182,-33.07773588292421,5.1743815697747853e23,0.6436854707427946
5.9173394178707985,-32.97773588292421,4.44881963125031e23,0.6357750936204447
5.908822272803116,-32.87773588292421,3.8250128738574605e23,0.6279488824474839
5.900292653425378,-32.77773588292421,3.288651112282092e23,0.6202060765680681
5.891750504553122,-32.67773588292421,2.8274504683812096e23,0.612545920821496
5.883195770519397,-32.57773588292421,2.430889889775907e23,0.6049676655159635
5.874628394979863,-32.47773588292421,2.0899476684445385e23,0.597470566402322
5.866048321249997,-32.37773588292421,1.7968400004510962e23,0.5900538846478416
5.85745549236132,-32.27773588292421,1.5448462710425558e23,0.5827168868101188
5.848849851038523,-32.17773588292421,1.3281991330571266e23,0.5754588448108974
5.840231339772414,-32.07773588292421,1.1419276848553753e23,0.5682790359101346
5.8315999005358705,-31.97773588292421,9.817629821098733e22,0.561176742680488
5.822955474661956,-31.87773588292421,8.440482555606921e22,0.55415125298182
5.814298003026563,-31.777735882924212,7.2564912877095765e22,0.5472018599357054
5.80562742600902,-31.67773588292421,6.238640742643725e22,0.5403278618999355
5.796943683414581,-31.57773588292421,5.3635829788038385e22,0.533528562443056
5.788246714670508,-31.47773588292421,4.611288291833081e22,0.5268032703187808
5.779536458969419,-31.37773588292421,3.9644928745218425e22,0.5201512994405767
5.77081285516206,-31.277735882924212,3.408364361008802e22,0.5135719688565573
5.762075841326077,-31.17773588292421,2.930195426121633e22,0.5070646027243945
5.753325354912365,-31.07773588292421,2.5190973847180465e22,0.5006285302862323
5.744561333083336,-30.97773588292421,2.1656939773074833e22,0.4942630858435997
5.735783712690038,-30.87773588292421,1.8618766233214848e22,0.4879676087322987
5.726992429914428,-30.777735882924212,1.6006892568914294e22,0.48174144329712154
5.7181874204321765,-30.67773588292421,1.3761373953155079e22,0.4755839388666972
5.709368619554381,-30.57773588292421,1.1830686591300632e22,0.4694944497285674
5.700535961961984,-30.47773588292421,1.0170680807967043e22,0.4634723351042755
5.6916893814046325,-30.37773588292421,8.743534133894431e21,0.4575169591244549
5.6828288112569405,-30.277735882924212,7.51670443989492e21,0.45162769080392057
5.673954184612344,-30.17773588292421,6.462040181109693e21,0.4458039040167203
5.665065434286305,-30.07773588292421,5.555384709710808e21,0.4400449774709751
5.656162492596269,-29.97773588292421,4.775927570464313e21,0.4343502946838186
5.647245291200065,-29.87773588292421,4.105774507957079e21,0.42871924395651945
5.638313761125762,-29.777735882924212,3.5295893968807207e21,0.4231512183496145
5.629367832232601,-29.67773588292421,3.0342361723151434e21,0.41764561565803887
5.620407433771874,-29.57773588292421,2.6084207600124397e21,0.4122018383862593
5.611432494688564,-29.47773588292421,2.2423724506740509e21,0.40681929372337544
5.602442943650843,-29.37773588292421,1.9277027110201e21,0.40149739351799807
5.593438709059509,-29.277735882924212,1.657188392316608e21,0.396235554253189
5.584419718945442,-29.17773588292421,1.424616117438465e21,0.39103319702157
5.5753859005649655,-29.07773588292421,1.2246597037374426e21,0.3858897475004431
5.566337179992129,-28.97773588292421,1.0527575862318845e21,0.3808046359269079
5.557273482061078,-28.87773588292421,9.049902407964172e20,0.3757772970729799
5.548194731215139,-28.777735882924212,7.779674433873657e20,0.3708071702206911
5.539100851610303,-28.67773588292421,6.687764898169251e20,0.36589369913699266
5.529991767116313,-28.57773588292421,5.7491075464263624e20,0.36103633204866564
5.520867401314227,-28.47773588292421,4.942132417197998e20,0.3562345216174158
5.511727677429548,-28.37773588292421,4.248345721181413e20,0.35148772491498176
5.502572517484106,-28.277735882924212,3.651909886157214e20,0.3467954033982458
5.493401841865792,-28.17773588292421,3.139223601928063e20,0.34215702288434147
5.484215570399576,-28.077735882924216,2.6985262551205337e20,0.33757205352575564
5.475013622383598,-27.977735882924215,2.3197057385493574e20,0.3330399697852849
5.465795916753432,-27.877735882924217,1.994064909682619e20,0.3285602504109473
5.456562372100263,-27.777735882924215,1.7141172921511425e20,0.32413237841109505
5.447312906688384,-27.677735882924217,1.4734427811353166e20,0.31975584102956234
5.438047438204512,-27.577735882924216,1.2665436521650638e20,0.315430129720811
5.428765882606563,-27.477735882924215,1.0887005699199548e20,0.3111547401250785
5.419468154500908,-27.377735882924217,9.358346116284137e19,0.3069291720435234
5.410154168117181,-27.277735882924215,8.044358146714658e19,0.30275292941329296
5.40082383723194,-27.177735882924217,6.914870687571624e19,0.29862552028250366
5.391477075036777,-27.077735882924216,5.94390545054441e19,0.29454645678543445
5.382113794352955,-26.977735882924215,5.1091800636726166e19,0.29051525511778625
5.3727339074856,-26.877735882924217,4.391613985437866e19,0.2865314355119407
5.363337325596693,-26.777735882924215,3.774834418855698e19,0.2825945222122186
5.3539239582141285,-26.677735882924217,3.24469699165415e19,0.2787040434501434
5.3444937137278785,-26.577735882924216,2.7890211874616103e19,0.2748595314196915
5.335046500097487,-26.477735882924215,2.3973421464828985e19,0.27106052225243377
5.325582224928581,-26.377735882924217,2.0606473356699984e19,0.2673065559928883
5.316100795393124,-26.277735882924215,1.771204959580901e19,0.26359717657397896
5.3066021178909235,-26.177735882924217,1.5223942909201973e19,0.25993193179249724
5.297086097742421,-26.077735882924216,1.3085360010795047e19,0.2563103732845611
5.287552638846146,-25.977735882924215,1.1247261074213847e19,0.2527320565010827
5.278001643891799,-25.877735882924217,9.667386787635649e18,0.2491965406832832
5.26843301448324,-25.777735882924215,8.309445966853937e18,0.24570338883809598
5.258846651721324,-25.677735882924217,7.142178935887464e18,0.24225216771376606
5.249242456324762,-25.577735882924216,6.138763439803929e18,0.23884244777560248
5.239620328522529,-25.477735882924215,5.276231541930537e18,0.23547380318173552
5.229980167443173,-25.377735882924217,4.534886521064115e18,0.23214581175887306
5.22032187073643,-25.277735882924215,3.897728638104061e18,0.2288580549780631
5.210645334445137,-25.177735882924217,3.3501001633827277e18,0.22561011793055685
5.200950453897628,-25.077735882924216,2.879417916261838e18,0.22240158930357634
5.191237123223991,-24.977735882924215,2.4748421029211023e18,0.21923206135624762
5.181505235443625,-24.877735882924217,2.127070166180893e18,0.21610112989573926
5.17175468481533,-24.777735882924215,1.8281362298236027e18,0.2130083942534072
5.161985362227055,-24.677735882924217,1.571210542915102e18,0.20995345726094033
5.152197158603079,-24.577735882924216,1.350401113293996e18,0.206935925226511
5.142389963692756,-24.477735882924215,1.160625240511152e18,0.2039554079110653
5.132563665605943,-24.377735882924217,9.975208213011418e17,0.20101151850455015
5.122718150859457,-24.277735882924215,8.573298811856468e17,0.19810387360226545
5.112853304938937,-24.177735882924217,7.368269175146614e17,0.19523209318147358
5.102969012788359,-24.077735882924216,6.332498623130418e17,0.19239580057801767
5.0930651587896065,-23.977735882924215,5.442310451271286e17,0.1895946224629412
5.083141626208683,-23.877735882924217,4.6772870370946675e17,0.18682818881911223
5.07319829689413,-23.777735882924215,4.019808502982016e17,0.18409613291801485
5.0632350511747,-23.677735882924217,3.45475626102995e17,0.18139809129651852
5.053251767767443,-23.577735882924216,2.969105251004996e17,0.17873370373372968
5.043248323395046,-23.477735882924215,2.551674593413461e17,0.17610261322814566
5.033224594060355,-23.377735882924217,2.192889741649311e17,0.1735044659748227
5.023180455282239,-23.277735882924215,1.8845446341420832e17,0.17093891134254416
5.013115781982689,-23.177735882924217,1.61956524999412e17,0.1684056018509943
5.0030304474744955,-23.077735882924216,1.3918451321954954e17,0.16590419314811802
4.992924323173789,-22.977735882924215,1.196145514558256e17,0.16343434398750106
4.982797279337133,-22.877735882924217,1.0279530879766005e17,0.16099571620579242
4.97264918376206,-22.777735882924215,8.833931966307515e16,0.15858797470046504
4.9624799029136115,-22.677735882924217,7.59147822746473e16,0.15621078740759825
4.952289302358427,-22.577735882924216,6.523735713545053e16,0.15386382527965872
4.942077247106129,-22.477735882924215,5.606200275540561e16,0.15154676226328684
4.931843601265728,-22.377735882924213,4.817715057533253e16,0.14925927527728305
4.921588226307447,-22.277735882924215,4.140131530739475e16,0.14700104419065407
4.911310982286659,-22.177735882924214,3.557814780340045e16,0.14477175180066562
4.901011727096953,-22.077735882924216,3.0573413772174016e16,0.1425710838112638
4.890690316886637,-21.977735882924215,2.6272163175412036e16,0.14039872881152138
4.880346607130036,-21.877735882924213,2.257589962354232e16,0.13825437825408507
4.869980452136151,-21.777735882924215,1.9399760154461464e16,0.13613772643362573
4.859591705063743,-21.677735882924214,1.6670464821006748e16,0.13404847046549861
4.849180216959123,-21.577735882924216,1.4325158573886908e16,0.13198631026449895
4.838745836536566,-21.477735882924215,1.2309694212894658e16,0.1299509485235937
4.828288410443999,-21.377735882924213,1.0577581585983994e16,0.12794209069304366
4.817807782872668,-21.277735882924215,9.089009760775778e15,0.12595944495955516
4.807303797010198,-21.177735882924214,7.809869196063504e15,0.12400272222543188
4.796776295425594,-21.077735882924216,6.710776994941852e15,0.12207163608773056
4.786225119924123,-20.977735882924215,5.766359260181188e15,0.12016590281763267
4.775650109861655,-20.877735882924213,4.954853094000762e15,0.11828524133993917
4.765051102068979,-20.777735882924215,4.2575115459107535e15,0.11642937321252037
4.754427930662603,-20.677735882924214,3.6582385822619135e15,0.11459802260616797
4.743780426982934,-20.577735882924216,3.143250979235244e15,0.11279091628448183
4.733108420425683,-20.477735882924215,2.700740215831333e15,0.1110077835837559
4.722411739649564,-20.377735882924213,2.320535352454038e15,0.10924835639286794
4.711690212622678,-20.277735882924215,1.993853210225456e15,0.10751236913339145
4.70094366555144,-20.177735882924214,1.7131608855578122e15,0.1057995587398491
4.6901719218252955,-20.077735882924216,1.4719697555036185e15,0.10410966463990852
4.679374802348839,-19.977735882924215,1.264708865225515e15,0.1024424287349856
4.668552125054449,-19.877735882924213,1.0866079075881241e15,0.10079759538088486
4.657703704415976,-19.777735882924215,9.335802027498141e14,0.0991749113684392
4.646829353488439,-19.677735882924214,8.021060200303381e14,0.09757412590415276
4.635928884521481,-19.577735882924216,6.891460722712554e14,0.0959949905910729
4.625002108196028,-19.477735882924215,5.920937948642424e14,0.09443725940981315
4.6140488320404085,-19.377735882924213,5.087040976668195e14,0.09290068869951285
4.603068861300268,-19.277735882924215,4.370495232508788e14,0.09138503713920457
4.59206199906041,-19.177735882924214,3.754797061431255e14,0.08989006572921822
4.5810280443596,-19.077735882924216,3.225808320655419e14,0.08841553777258548
4.56996679316649,-18.977735882924215,2.7713522643209628e14,0.08696121885644693
4.558878040369269,-18.877735882924213,2.380915609850045e14,0.08552687683369524
4.547761579231784,-18.777735882924215,2.0454821024324156e14,0.08411228180477107
4.536617199264958,-18.677735882924214,1.757286317137947e14,0.08271720609939626
4.52544468701956,-18.577735882924216,1.509662107718083e14,0.08134142425871072
4.514243827319051,-18.477735882924215,1.2969020178433997e14,0.07998471301744367
4.503014403165324,-18.377735882924213,1.1141166923413114e14,0.07864685128608553
4.491756191943676,-18.277735882924215,9.570948165604556e13,0.07732762013306323
4.480468968579647,-18.177735882924214,8.222010865969406e13,0.07602680276715934
4.469152506727125,-18.077735882924216,7.063178583932102e13,0.07474418452007707
4.45780657598338,-17.977735882924215,6.067601807831406e13,0.07347955282895097
4.44643094184671,-17.877735882924213,5.2122348796123305e13,0.07223269721925137
4.435025367714127,-17.777735882924215,4.4773479699662695e13,0.07100340928772028
4.423589615902108,-17.677735882924214,3.846039053471218e13,0.06979148268530734
4.412123445248904,-17.577735882924216,3.3037481945795824e13,0.06859671310011109
4.400626609386242,-17.477735882924215,2.8379102905922836e13,0.06741889824057347
4.3890988591892235,-17.377735882924213,2.4377492726947297e13,0.0662578378188041
4.377539941155568,-17.277735882924215,2.0939854110639625e13,0.065113333533867
4.365949596760924,-17.177735882924214,1.798654990823707e13,0.06398518905544534
4.354327565172722,-17.077735882924216,1.5449407344839502e13,0.06287321000753433
4.342673584325986,-16.977735882924208,1.3270022243803371e13,0.06177720395213345
4.330987389869538,-16.877735882924206,1.1398073936627395e13,0.06069698037294612
4.319268712514262,-16.77773588292421,9.790151460783803e12,0.05963235065934396
4.307517278993729,-16.677735882924207,8.40902268068866e12,0.05858312809043659
4.295732810270232,-16.57773588292421,7.222628706462649e12,0.057549127819127986
4.2839150200142075,-16.477735882924208,6.203462660694219e12,0.0565301668565307
4.2720636190858325,-16.377735882924206,5.327979843509715e12,0.05552606405640337
4.260178317082518,-16.27773588292421,4.576007897643047e12,0.05453664009958786
4.248258822239814,-16.177735882924207,3.930162123196948e12,0.053561717478455284
4.236304838467854,-16.07773588292421,3.3754517467078203e12,0.05260112048163139
4.224316064930651,-15.977735882924208,2.8990183146725215e12,0.05165467517879466
4.212292193972218,-15.877735882924208,2.48979149915781e12,0.05072220940549205
4.200232908626383,-15.777735882924208,2.1382750740259124e12,0.04980355274828825
4.188137887562998,-15.677735882924207,1.8363415498618013e12,0.04889853652993279
4.17600680777266,-15.577735882924207,1.5770268089004397e12,0.04800699379452704
4.163839344875148,-15.477735882924208,1.3543272937878562e12,0.047128759292703305
4.151635171482388,-15.377735882924208,1.1630690635457515e12,0.04626366946709745
4.1393939540597255,-15.277735882924208,9.988133667221659e11,0.04541156243785681
4.127115353397685,-15.177735882924207,8.577394055408207e11,0.044572277988202284
4.114799016963234,-15.077735882924207,7.365705418705027e11,0.04374565755029543
4.102444586829911,-14.977735882924208,6.325027237092753e11,0.0429315441911179
4.090051702935382,-14.877735882924208,5.43132911668713e11,0.04212978259835113
4.077620002693456,-14.777735882924208,4.6638853888603986e11,0.041340219066265546
4.065149121583737,-14.677735882924207,4.004824276166241e11,0.04056270148187286
4.052638688860413,-14.577735882924207,3.4388447210457715e11,0.039797079311274214
4.040088325333167,-14.477735882924208,2.952807280715696e11,0.03904320358594466
4.027497638408969,-14.377735882924208,2.5354262306456003e11,0.038300926889159044
4.014866229637242,-14.277735882924208,2.1770082265278412e11,0.037570103342513095
4.002193697281615,-14.177735882924207,1.8692291620745517e11,0.03685058859257834
3.9894796360967355,-14.077735882924207,1.6049374977491553e11,0.03614223979760162
3.9767236370290417,-13.977735882924208,1.3779904130776373e11,0.03544491561432414
3.963925285136492,-13.877735882924208,1.1831159728531265e11,0.03475847618494758
3.951084153011897,-13.777735882924208,1.0157847057704092e11,0.03408278312414649
3.9381998010171113,-13.677735882924207,8.721049137680925e10,0.033417699506142304
3.925271784084737,-13.577735882924207,7.48734308544922e10,0.032763089851911564
3.9122996500378164,-13.477735882924208,6.428051741511873e10,0.03211882011656309
3.899282941254553,-13.377735882924208,5.5185359811193954e10,0.03148475767674186
3.8862211978907144,-13.277735882924208,4.73762674268653e10,0.030860771318071693
3.873113956542473,-13.177735882924207,4.067142201816424e10,0.03024673122273323
3.8599607357902315,-13.077735882924207,3.491482956662406e10,0.02964250895722465
3.8467610370473917,-12.977735882924208,2.997249961194296e10,0.029047977460151836
3.8335143631689697,-12.877735882924206,2.5729308709454525e10,0.02846301103005899
3.820220197441091,-12.777735882924208,2.2086374942603146e10,0.027887485313365944
3.806878036139353,-12.677735882924207,1.8958859644471188e10,0.027321277292498763
3.793487356769181,-12.577735882924207,1.6273913098423706e10,0.026764265274060155
3.780047621052044,-12.477735882924208,1.3968941425643229e10,0.026216328877038883
3.7665582807288986,-12.377735882924206,1.199018192463678e10,0.025677349021105904
3.7530187786586753,-12.277735882924208,1.0291504603660889e10,0.02514720791510474
3.739428552046774,-12.177735882924207,8.83330995119703e9,0.02462578904559466
3.725787029103577,-12.077735882924207,7.58157321426012e9,0.024112977165431065
3.7120936268717557,-11.977735882924208,6.5070710531025505e9,0.02360865828241855
3.698347743000258,-11.877735882924206,5.584727009046239e9,0.023112719648151637
3.6845487666629726,-11.777735882924208,4.793020325417883e9,0.022625049746923594
3.670696079421713,-11.677735882924207,4.1134606148400755e9,0.022145538284669135
3.656789047810399,-11.577735882924207,3.530167478390363e9,0.02167407617797181
3.642827023598069,-11.477735882924208,3.029512881819231e9,0.021210555543246752
3.6288093512004913,-11.377735882924208,2.599803839797611e9,0.020754869686007055
3.6147353693180664,-11.277735882924208,2.2309946723771734e9,0.020306913090160934
3.600604397426883,-11.177735882924207,1.9144581208572223e9,0.019866581407368748
3.586415730323017,-11.077735882924207,1.6427900182940583e9,0.0194337714465607
3.5721686530160026,-10.977735882924208,1.409638726245123e9,0.01900838116355206
3.5578624418048967,-10.877735882924208,1.2095480522000208e9,0.018590309650686664
3.543496357005619,-10.777735882924208,1.0378324513018352e9,0.018179457126537766
3.529069643308338,-10.677735882924207,8.904704284778146e8,0.017775724925753644
3.514581531232409,-10.577735882924207,7.64012693742835e8,0.017379015489012568
3.500031237584377,-10.477735882924208,6.554966576633074e8,0.016989232353003966
3.4854179608461653,-10.377735882924208,5.623783137031827e8,0.01660628014046574
3.4707408803387594,-10.277735882924208,4.8247412808907676e8,0.016230064550350608
3.4559991558349417,-10.177735882924207,4.139114899921885e8,0.01586049234811046
3.4411919307606462,-10.077735882924207,3.550822792639914e8,0.015497471356005928
3.426318331902264,-9.977735882924208,3.046056631283216e8,0.015140910443470618
3.4113774669704426,-9.877735882924208,2.6129645686269835e8,0.01479071951759005
3.3963684175279703,-9.777735882924208,2.2413834382649115e8,0.01444680951370349
3.3812902545343633,-9.677735882924207,1.922587067347446e8,0.014109092386030619
3.3661420336366135,-9.577735882924207,1.6490830472175485e8,0.013777481098350908
3.3509227839420612,-9.477735882924208,1.4144406748071074e8,0.01345188961478446
3.3356315024212186,-9.377735882924208,1.2131459899871984e8,0.013132232890696668
3.3202671641094925,-9.277735882924208,1.0404655222447366e8,0.012818426863627776
3.30482872996647,-9.177735882924207,8.923352974789484e7,0.012510388444271492
3.289315136900882,-9.077735882924207,7.652673737759876e7,0.01220803550754315
3.273725291814759,-8.977735882924208,6.562712756383008e7,0.01191128688376775
3.2580580777360435,-8.877735882924208,5.627802881958464e7,0.011620062349892888
3.2423123618543155,-8.777735882924208,4.82590877240932e7,0.011334282620744913
3.2264869800225657,-8.677735882924207,4.1381196274152175e7,0.011053869340362576
3.210580732319631,-8.577735882924207,3.548223044787665e7,0.010778745073441334
3.194592380312473,-8.477735882924208,3.0423064175903104e7,0.010508833296801327
3.1785206698421478,-8.377735882924208,2.6084266489210296e7,0.010244058390889713
3.162364315876255,-8.277735882924208,2.2363349818031836e7,0.00998434563134648
3.14612200806355,-8.177735882924207,1.9172457840968195e7,0.009729621180664717
3.1297923949544035,-8.077735882924207,1.6436209579537023e7,0.009479812079871202
3.113374100223229,-7.9777358829242075,1.4089901093514802e7,0.009234846240227506
3.096865700625674,-7.877735882924208,1.2078013260900194e7,0.008994652434975983
3.080265741144901,-7.777735882924207,1.0352957294454545e7,0.008759160291154157
3.0635727272380313,-7.677735882924207,8.873908265528956e6,0.008528300281422187
3.046785129143373,-7.577735882924207,7.605827415954372e6,0.008302003715889317
3.0299013731126223,-7.4777358829242075,6.518653138280554e6,0.008080202733957684
3.0129198540705415,-7.377735882924207,5.586620506511307e6,0.007862830296193623
2.9958389297201666,-7.277735882924207,4.787629825586627e6,0.007649820176198772
2.978656899504564,-7.177735882924208,4.102715893720534e6,0.007441106952445718
2.9613720063023923,-7.077735882924207,3.51560949289598e6,0.007236626000088304
2.943982456554762,-6.9777358829242075,3.012368417281672e6,0.007036313482735304
2.9264864272037734,-6.877735882924207,2.5810354575345675e6,0.006840106344201311
2.9088820275246245,-6.777735882924207,2.211350731816487e6,0.006647942300166504
